Interviewee's name,Mentioned Name,Start_location,End_location,Sentence
Lombard Squires,Hood,150,154,"There were Hood Worthington, Dale Babcock, myself and Bill Kirst."
Lombard Squires,Worth,155,160,"There were Hood Worthington, Dale Babcock, myself and Bill Kirst."
Lombard Squires,Dale,168,172,"There were Hood Worthington, Dale Babcock, myself and Bill Kirst."
Lombard Squires,Bill,193,197,"There were Hood Worthington, Dale Babcock, myself and Bill Kirst."
Lombard Squires,Glenn,453,458,"My job was to interface with the University of Chicago Metallurgical Lab chemists, and that turned out to be principally with Glenn Seaborg’s group."
Lombard Squires,Stanley,732,739,"His chemist, Stanley Thompson, invented the bismuth phosphate process to separate plutonium."
Lombard Squires,Thompson,740,748,"His chemist, Stanley Thompson, invented the bismuth phosphate process to separate plutonium."
Lombard Squires,Ray,875,878,The key to the success of the separations operation was really Ray Genereaux’ inventions.
Lombard Squires,Gene,879,883,The key to the success of the separations operation was really Ray Genereaux’ inventions.
Lombard Squires,Hand,929,933,"He and a guy named Stanley Handforth, who worked for Ray in the design division at Wilmington, developed a technique for remote maintenance of highly-radioactive facilities that had never been done before."
Lombard Squires,Frank,1847,1852,"The reason for that was, first, the job that Seaborg and his people had done in laying the basis for the process, and second the experience we had had at Oak Ridge with Os Greager and Frank Vaughn and those people at the pilot plant down there in demonstrating the chemistry of the process on a semi-plant scale."
Lombard Squires,Vaughn,1853,1859,"The reason for that was, first, the job that Seaborg and his people had done in laying the basis for the process, and second the experience we had had at Oak Ridge with Os Greager and Frank Vaughn and those people at the pilot plant down there in demonstrating the chemistry of the process on a semi-plant scale."
Lloyd Wiehl,Charles,998,1005,"Charles Powell, later a federal judge from Kennewick, and I got together and we took most of these land cases to court and the verdicts were so much over the appraisals."
Lloyd Wiehl,Powell,1006,1012,"Charles Powell, later a federal judge from Kennewick, and I got together and we took most of these land cases to court and the verdicts were so much over the appraisals."
Leona Marshall Libby,John,14,18,I worked with John Wheeler and I helped solve the riddle of the Hanford xenon poisoning.
Leona Marshall Libby,Wheeler,19,26,I worked with John Wheeler and I helped solve the riddle of the Hanford xenon poisoning.
Leona Marshall Libby,Brown,398,403,"You can see the water getting hot, the readings going up on the Brown recorders, you could hear it rushing in the tubes, you could see the control rods coming out and out and out."
Leon Overstreet,Paul,76,80,I was the ninth fitter hired on the Du Pont construction job and my brother Paul was the tenth.
Leon Overstreet,Leslie,1894,1900,"I’m sure Leslie Groves had foresight enough to know, well, he was in a hurry to build that, and he didn’t want any labor problems."
Leon Overstreet,Grove,1901,1906,"I’m sure Leslie Groves had foresight enough to know, well, he was in a hurry to build that, and he didn’t want any labor problems."
Kathleen Hitchock,Hay,326,329,There was a man who had the newspaper by the name of Angus Hay.
Kathleen Hitchock,Rufus,803,808,Sometimes Rufus Woods from Wenatchee and Colonel Robertson from Yakima (newspaper editors) would come by and stop and it would be a big day.
Kathleen Hitchock,Woods,809,814,Sometimes Rufus Woods from Wenatchee and Colonel Robertson from Yakima (newspaper editors) would come by and stop and it would be a big day.
Kathleen Hitchock,Robertson,842,851,Sometimes Rufus Woods from Wenatchee and Colonel Robertson from Yakima (newspaper editors) would come by and stop and it would be a big day.
John Wheeler,Arthur,157,163,Arthur Compton assigned me to be what you might call a know-how transferer from the Met Lab to Du Pont.
John Wheeler,Compton,164,171,Arthur Compton assigned me to be what you might call a know-how transferer from the Met Lab to Du Pont.
Joe Holt,Joe,4,7,I‘m Joe Holt and I was born and raised in Kentucky.
Joe Holt,Holt,8,12,I‘m Joe Holt and I was born and raised in Kentucky.
Jane Jones Hutchins,Johnson,849,856,"Sis went to work for Rob Johnson, he was the chief Du Pont photogra­pher."
Jane Jones Hutchins,Henry,1648,1653,"Some of the bands were Henry King, Kay Kyser, and one not so well known, Tiny Hill."
Jane Jones Hutchins,King,1654,1658,"Some of the bands were Henry King, Kay Kyser, and one not so well known, Tiny Hill."
Jane Jones Hutchins,Kay,1660,1663,"Some of the bands were Henry King, Kay Kyser, and one not so well known, Tiny Hill."
Jane Jones Hutchins,Ted,1721,1724,We also had Ted Weems and Jan Garber.
Jack Miller,Leon,907,911,I remember Leona Marshall.
Jack Miller,Marshall,913,921,I remember Leona Marshall.
Hope Sloan Amacker,Carpenter,175,184,"Carpenter, the president of Du Pont, was on the same train, on his way to Hanford."
Herbert Anderson,Enrico,89,95,I think I could tell you a little bit about the very early days when I was work­ing with Enrico Fermi.
Herbert Anderson,Louis,509,514,"Louis Turner of Princeton, who wrote it up in an article."
Herbert Anderson,Turner,515,521,"Louis Turner of Princeton, who wrote it up in an article."
Herbert Anderson,Crawford,1292,1300,"I spent a lot of time at Wilmington [Du Pont‘s headquarters], in fact that‘s how I got to know Crawford Greenewalt (Du Pont’s technical liaison with the Met Lab, and later president of the company)."
Herbert Anderson,Greene,1301,1307,"I spent a lot of time at Wilmington [Du Pont‘s headquarters], in fact that‘s how I got to know Crawford Greenewalt (Du Pont’s technical liaison with the Met Lab, and later president of the company)."
George Graves,Mars,11,15,"Yes, I am “Marse George” in the poem."
George Graves,George,17,23,"Yes, I am “Marse George” in the poem."
Fred and Diana VanWyck,Van,305,308,"Van got involved then, and that was our recreation, except for going to the park and the pool."
Colonel Franklin Matthias,Grove,197,202,"I called General Groves from Portland, and told him I thought we had found the only place in the country that could match the requirements for a desirable site."
Eugene Wigner,Alvin,268,273,"And Alvin Weinberg, he designed almost alone the Oak Ridge pilot reactor."
Eugene Wigner,Gale,1691,1695,"With Du Pont, the rule was this, they made the drawings but they submitted every drawing to us at Chicago to review, and we reviewed them, Weinberg, Gale Young and I and another man."
Eugene Wigner,Young,1696,1701,"With Du Pont, the rule was this, they made the drawings but they submitted every drawing to us at Chicago to review, and we reviewed them, Weinberg, Gale Young and I and another man."
Harry Petcher,Carver,490,496,"I became a 4-F with the stipulation that I do war work, so I took this job with the Signal Corps, and the reason, General Carver, a good friend of my dad’s, he was in charge of the Signal Corps and my dad was in the meat packing industry."
Robert E. Bubenzer,Paul,2177,2181,Paul.
Bill Bailey,Joe,1442,1445,That was where I met Joe Holt.
Bill Bailey,Holt,1446,1450,That was where I met Joe Holt.
David Hall,John,1006,1010,"I worked with John Wheeler and George Weil, checking the quality of the graphite for B Reactor."
David Hall,Wheeler,1011,1018,"I worked with John Wheeler and George Weil, checking the quality of the graphite for B Reactor."
David Hall,George,1023,1029,"I worked with John Wheeler and George Weil, checking the quality of the graphite for B Reactor."
David Hall,Henry,1952,1957,Henry Newson was in charge of one.
Dale Babcock,Crawford,454,462,"My first assignment was under Crawford Greenewalt, who was directing a modest-sized group of chemists working in organic synthesis and separa­tion of products."
Dale Babcock,Greene,463,469,"My first assignment was under Crawford Greenewalt, who was directing a modest-sized group of chemists working in organic synthesis and separa­tion of products."
Dale Babcock,Evans,965,970,"In November of ’42, Crawford called a few of us together, Lom Squires, Monte Evans, Hood Worthington and myself, some others, and said,“I am going to describe to you people something that is heresy to chemists."
Dale Babcock,Hood,972,976,"In November of ’42, Crawford called a few of us together, Lom Squires, Monte Evans, Hood Worthington and myself, some others, and said,“I am going to describe to you people something that is heresy to chemists."
Dale Babcock,Worth,977,982,"In November of ’42, Crawford called a few of us together, Lom Squires, Monte Evans, Hood Worthington and myself, some others, and said,“I am going to describe to you people something that is heresy to chemists."
Dale Babcock,Compton,1380,1387,He described what had been done by Seaborg and Compton and Fermi and the whole works.
Annette Heriford,Jay,105,108,"I remember the orchard adjacent to us, the Jay Smith family."
Annette Heriford,Smith,109,114,"I remember the orchard adjacent to us, the Jay Smith family."
Alvin M. Weinberg,Eugene,514,520,Eugene Wigner came to Chicago as head of the theoretical group and I became one of his assistants.
Ray Stein,Ray,6,9,"Ray Stein, S-T-E-I-N."
Ray Stein,Stein,10,15,"Ray Stein, S-T-E-I-N."
William E. Tewes’ Interview (April 2013),Susan,11,16,"My name is Susan Gawarecki, spelled G-A-W-A-R-E-C-K-I, and today is April 3, 2013."
William E. Tewes’ Interview (April 2013),Bill,103,107,I am at the home of Bill Tewes.
William E. Tewes’ Interview (April 2013),William,251,258,"My name is William Edward Tewes, T as in Tom E-W-E-S."
William E. Tewes’ Interview (April 2013),Edward,259,265,"My name is William Edward Tewes, T as in Tom E-W-E-S."
William E. Tewes’ Interview (April 2013),Tom,281,284,"My name is William Edward Tewes, T as in Tom E-W-E-S."
William E. Tewes’ Interview (April 2013),August,884,890,What was his name? William August Tewes.
James Forde,Kelly,11,16,I am Cindy Kelly of the Atomic Heritage Foundation.
James Forde,James,104,109,"I have with me here James Forde, who is going to try to remember something about his Manhattan Project days in New York City."
James Forde,Ford,110,114,"I have with me here James Forde, who is going to try to remember something about his Manhattan Project days in New York City."
Richard Shepard,Richard,4,11,"I’m Richard Shepard, S-H-E-P-A-R-D."
Richard Shepard,Shepard,12,19,"I’m Richard Shepard, S-H-E-P-A-R-D."
John Shacter,John,0,4,"John Shacter, S-H-A-C-T-E-R."
John Shacter,Manson,1572,1578,And Manson Benedict and the guys in Kellex deserve a lot of credit.
John Shacter,Benedict,1579,1587,And Manson Benedict and the guys in Kellex deserve a lot of credit.
John Shacter,Arthur,1660,1666,"But Manson Benedict and Arthur Squires, who became one of my supervisors in the early days, wrote a paper when Kellex bowed out of the project, that they had done all that could be done and there was really no need—no reason to do any research or development in gaseous diffusion anymore."
John Shacter,George,1931,1937,"Well, George Felbeck, who was a big shot in Union Carbide, came down and said, “If you guys had to do it all over again, how would you do it?” And everybody thought that was a kind of a stupid question because, you know, how—what was there left to be done? Well, it turned out that major improvements were made, not only in barrier but also in stage design, cascade design, and some of those inventions were assigned to me."
Harry Kamack,Harry,4,9,I’m Harry Kamack.
Harry Kamack,Clarence,1590,1598,"And the next day I went to Chicago with another man, a chemist, named Clarence Kiernan."
Harry Kamack,Walter,2135,2141,"Dew, D-E-W, Walter Dew."
Robert Schwerin,Bob,11,14,"Hi, Bob? Yes."
Robert Schwerin,Michael,21,28,"Michael Vickio, how are you doing? Pretty good."
Carolyn Stelzman,Carolyn,0,7,"Carolyn Stelzman and from Oak Ridge, Tennessee."
Carolyn Stelzman,Walt,1969,1973,"So then after—when did you move from there to another house in Oak Ridge? Well, Walt was discharged from the Army in 1945, and we left here and went back to his home state of New York, where he finished school."
James A. Schoke,Kelly,11,16,"I am Cindy Kelly, Atomic Heritage Foundation."
James A. Schoke,James,109,114,And we are interviewing James A.
James A. Schoke,Asher,195,200,"James Asher Schoke, J-A-M-E-S A-S-H-E-R S-C-H-O-K-E."
